rating,neg,neu,pos
10,-0.9520785,0.8210072,0.2046842
10,-1.2715034,0.2347673,1.3593951
9,-2.310623,0.3806315,2.2399533
9,-1.9035193,0.35406345,1.8435792
8,-0.29232004,0.15828548,0.21764567
10,-2.1219068,0.46421486,2.098853
8,0.03576057,0.4092561,-0.4841409
10,-1.3529605,0.49109906,1.1023045
8,-2.2183166,-0.31142068,3.2128482
10,-0.18293746,0.4126928,-0.19189987
8,-0.8738668,0.019820347,1.1158724
10,0.68489146,0.6228034,-1.3923812
10,-0.3678513,0.24376135,0.2787659
9,-1.7227744,0.19977537,1.6958635
7,-1.0589108,0.18728745,1.0289391
8,0.24141872,0.7567367,-1.0759434
10,-2.1806896,-0.8550558,4.0133905
10,-1.9106325,0.23225503,2.0124261
10,-0.21374008,0.6184857,-0.41917172
10,0.33344188,0.46988183,-0.75287324
10,-2.19545,-0.1169406,2.7825081
7,-0.4664099,0.18710022,0.37835857
10,-2.3722167,-0.85499775,4.090468
10,2.0881238,-0.016148437,-2.3766174
9,1.798391,-0.073056154,-1.8290634
8,-1.9749842,0.05917631,2.3168025
10,-2.041645,0.18031609,2.1738462
